,,Arsenal,Everton,Fulham,Manchester City,Newcastle United,Queens Park Rangers,Reading,West Bromwich Albion,West Ham United,Wigan Athletic,Aston Villa,Chelsea,Liverpool,Manchester United,Norwich City,Southampton,Stoke City,Sunderland,Swansea City,Tottenham Hotspur
Manchester United vs Norwich City,win%,,,,,,,,,,,,,,41.8,40.5,,,,,
Manchester United vs Norwich City,loss%,,,,,,,,,,,,,,40.5,41.8,,,,,
Manchester United vs Norwich City,tie%,,,,,,,,,,,,,,17.7,17.7,,,,,
Manchester United vs Norwich City,avg_goles,,,,,,,,,,,,,,2.656,2.566,,,,,
Manchester United vs Norwich City,avg_tiros,,,,,,,,,,,,,,12.302,10.321,,,,,
Manchester United vs Norwich City,avg_pases,,,,,,,,,,,,,,364.911,205.505,,,,,
Manchester United vs Norwich City,avg_quites,,,,,,,,,,,,,,101.174,103.872,,,,,
Manchester United vs Southampton,win%,,,,,,,,,,,,,,93.8,,2.8000000000000003,,,,
Manchester United vs Southampton,loss%,,,,,,,,,,,,,,2.8000000000000003,,93.8,,,,
Manchester United vs Southampton,tie%,,,,,,,,,,,,,,3.4000000000000004,,3.4000000000000004,,,,
Manchester United vs Southampton,avg_goles,,,,,,,,,,,,,,8.445,,3.13,,,,
Manchester United vs Southampton,avg_tiros,,,,,,,,,,,,,,9.728,,13.839,,,,
Manchester United vs Southampton,avg_pases,,,,,,,,,,,,,,304.698,,287.892,,,,
Manchester United vs Southampton,avg_quites,,,,,,,,,,,,,,95.034,,117.933,,,,
Manchester United vs Stoke City,win%,,,,,,,,,,,,,,44.3,,,40.0,,,
Manchester United vs Stoke City,loss%,,,,,,,,,,,,,,40.0,,,44.3,,,
Manchester United vs Stoke City,tie%,,,,,,,,,,,,,,15.7,,,15.7,,,
Manchester United vs Stoke City,avg_goles,,,,,,,,,,,,,,2.655,,,2.468,,,
Manchester United vs Stoke City,avg_tiros,,,,,,,,,,,,,,12.401,,,8.336,,,
Manchester United vs Stoke City,avg_pases,,,,,,,,,,,,,,321.338,,,215.763,,,
Manchester United vs Stoke City,avg_quites,,,,,,,,,,,,,,103.589,,,131.085,,,
Manchester United vs Sunderland,win%,,,,,,,,,,,,,,58.099999999999994,,,,24.0,,
Manchester United vs Sunderland,loss%,,,,,,,,,,,,,,24.0,,,,58.099999999999994,,
Manchester United vs Sunderland,tie%,,,,,,,,,,,,,,17.9,,,,17.9,,
Manchester United vs Sunderland,avg_goles,,,,,,,,,,,,,,2.879,,,,1.855,,
Manchester United vs Sunderland,avg_tiros,,,,,,,,,,,,,,13.355,,,,9.705,,
Manchester United vs Sunderland,avg_pases,,,,,,,,,,,,,,349.628,,,,205.204,,
Manchester United vs Sunderland,avg_quites,,,,,,,,,,,,,,104.135,,,,111.843,,
Manchester United vs Swansea City,win%,,,,,,,,,,,,,,50.6,,,,,30.599999999999998,
Manchester United vs Swansea City,loss%,,,,,,,,,,,,,,30.599999999999998,,,,,50.6,
Manchester United vs Swansea City,tie%,,,,,,,,,,,,,,18.8,,,,,18.8,
Manchester United vs Swansea City,avg_goles,,,,,,,,,,,,,,2.788,,,,,2.282,
Manchester United vs Swansea City,avg_tiros,,,,,,,,,,,,,,10.63,,,,,11.81,
Manchester United vs Swansea City,avg_pases,,,,,,,,,,,,,,312.996,,,,,323.588,
Manchester United vs Swansea City,avg_quites,,,,,,,,,,,,,,98.41,,,,,89.93,
Manchester United vs Tottenham Hotspur,win%,,,,,,,,,,,,,,25.2,,,,,,59.199999999999996
Manchester United vs Tottenham Hotspur,loss%,,,,,,,,,,,,,,59.199999999999996,,,,,,25.2
Manchester United vs Tottenham Hotspur,tie%,,,,,,,,,,,,,,15.6,,,,,,15.6
Manchester United vs Tottenham Hotspur,avg_goles,,,,,,,,,,,,,,2.337,,,,,,3.397
Manchester United vs Tottenham Hotspur,avg_tiros,,,,,,,,,,,,,,11.178,,,,,,16.843
Manchester United vs Tottenham Hotspur,avg_pases,,,,,,,,,,,,,,347.002,,,,,,237.291
Manchester United vs Tottenham Hotspur,avg_quites,,,,,,,,,,,,,,99.759,,,,,,96.282
Norwich City vs Southampton,win%,,,,,,,,,,,,,,,83.7,8.7,,,,
Norwich City vs Southampton,loss%,,,,,,,,,,,,,,,8.7,83.7,,,,
Norwich City vs Southampton,tie%,,,,,,,,,,,,,,,7.6,7.6,,,,
Norwich City vs Southampton,avg_goles,,,,,,,,,,,,,,,6.925,3.191,,,,
Norwich City vs Southampton,avg_tiros,,,,,,,,,,,,,,,8.716,16.451,,,,
Norwich City vs Southampton,avg_pases,,,,,,,,,,,,,,,199.02,340.622,,,,
Norwich City vs Southampton,avg_quites,,,,,,,,,,,,,,,99.897,122.91,,,,
Norwich City vs Stoke City,win%,,,,,,,,,,,,,,,37.1,,41.099999999999994,,,
Norwich City vs Stoke City,loss%,,,,,,,,,,,,,,,41.099999999999994,,37.1,,,
Norwich City vs Stoke City,tie%,,,,,,,,,,,,,,,21.8,,21.8,,,
Norwich City vs Stoke City,avg_goles,,,,,,,,,,,,,,,2.144,,2.272,,,
Norwich City vs Stoke City,avg_tiros,,,,,,,,,,,,,,,11.939,,9.33,,,
Norwich City vs Stoke City,avg_pases,,,,,,,,,,,,,,,219.419,,254.548,,,
Norwich City vs Stoke City,avg_quites,,,,,,,,,,,,,,,114.36,,143.261,,,
Norwich City vs Sunderland,win%,,,,,,,,,,,,,,,55.400000000000006,,,24.4,,
Norwich City vs Sunderland,loss%,,,,,,,,,,,,,,,24.4,,,55.400000000000006,,
Norwich City vs Sunderland,tie%,,,,,,,,,,,,,,,20.200000000000003,,,20.200000000000003,,
Norwich City vs Sunderland,avg_goles,,,,,,,,,,,,,,,2.561,,,1.744,,
Norwich City vs Sunderland,avg_tiros,,,,,,,,,,,,,,,12.989,,,10.56,,
Norwich City vs Sunderland,avg_pases,,,,,,,,,,,,,,,238.739,,,245.726,,
Norwich City vs Sunderland,avg_quites,,,,,,,,,,,,,,,112.511,,,122.127,,
Norwich City vs Swansea City,win%,,,,,,,,,,,,,,,37.8,,,,44.6,
Norwich City vs Swansea City,loss%,,,,,,,,,,,,,,,44.6,,,,37.8,
Norwich City vs Swansea City,tie%,,,,,,,,,,,,,,,17.599999999999998,,,,17.599999999999998,
Norwich City vs Swansea City,avg_goles,,,,,,,,,,,,,,,2.124,,,,2.257,
Norwich City vs Swansea City,avg_tiros,,,,,,,,,,,,,,,9.541,,,,13.597,
Norwich City vs Swansea City,avg_pases,,,,,,,,,,,,,,,206.105,,,,386.524,
Norwich City vs Swansea City,avg_quites,,,,,,,,,,,,,,,102.816,,,,94.315,
Norwich City vs Tottenham Hotspur,win%,,,,,,,,,,,,,,,19.6,,,,,64.3
Norwich City vs Tottenham Hotspur,loss%,,,,,,,,,,,,,,,64.3,,,,,19.6
Norwich City vs Tottenham Hotspur,tie%,,,,,,,,,,,,,,,16.1,,,,,16.1
Norwich City vs Tottenham Hotspur,avg_goles,,,,,,,,,,,,,,,1.877,,,,,3.213
Norwich City vs Tottenham Hotspur,avg_tiros,,,,,,,,,,,,,,,10.504,,,,,19.128
Norwich City vs Tottenham Hotspur,avg_pases,,,,,,,,,,,,,,,236.171,,,,,290.503
Norwich City vs Tottenham Hotspur,avg_quites,,,,,,,,,,,,,,,109.993,,,,,101.564
Southampton vs Stoke City,win%,,,,,,,,,,,,,,,,25.6,59.099999999999994,,,
Southampton vs Stoke City,loss%,,,,,,,,,,,,,,,,59.099999999999994,25.6,,,
Southampton vs Stoke City,tie%,,,,,,,,,,,,,,,,15.299999999999999,15.299999999999999,,,
Southampton vs Stoke City,avg_goles,,,,,,,,,,,,,,,,2.916,4.023,,,
Southampton vs Stoke City,avg_tiros,,,,,,,,,,,,,,,,15.329,7.205,,,
Southampton vs Stoke City,avg_pases,,,,,,,,,,,,,,,,298.25,208.112,,,
Southampton vs Stoke City,avg_quites,,,,,,,,,,,,,,,,128.798,127.392,,,
Southampton vs Sunderland,win%,,,,,,,,,,,,,,,,10.299999999999999,,82.39999999999999,,
Southampton vs Sunderland,loss%,,,,,,,,,,,,,,,,82.39999999999999,,10.299999999999999,,
Southampton vs Sunderland,tie%,,,,,,,,,,,,,,,,7.3,,7.3,,
Southampton vs Sunderland,avg_goles,,,,,,,,,,,,,,,,2.923,,6.361,,
Southampton vs Sunderland,avg_tiros,,,,,,,,,,,,,,,,16.414,,7.981,,
Southampton vs Sunderland,avg_pases,,,,,,,,,,,,,,,,323.716,,199.463,,
Southampton vs Sunderland,avg_quites,,,,,,,,,,,,,,,,125.378,,108.759,,
Southampton vs Swansea City,win%,,,,,,,,,,,,,,,,4.6,,,92.9,
Southampton vs Swansea City,loss%,,,,,,,,,,,,,,,,92.9,,,4.6,
Southampton vs Swansea City,tie%,,,,,,,,,,,,,,,,2.5,,,2.5,
Southampton vs Swansea City,avg_goles,,,,,,,,,,,,,,,,2.933,,,8.02,
Southampton vs Swansea City,avg_tiros,,,,,,,,,,,,,,,,13.624,,,10.531,
Southampton vs Swansea City,avg_pases,,,,,,,,,,,,,,,,291.213,,,314.789,
Southampton vs Swansea City,avg_quites,,,,,,,,,,,,,,,,114.64,,,90.83,
Southampton vs Tottenham Hotspur,win%,,,,,,,,,,,,,,,,0.2,,,,99.3
Southampton vs Tottenham Hotspur,loss%,,,,,,,,,,,,,,,,99.3,,,,0.2
Southampton vs Tottenham Hotspur,tie%,,,,,,,,,,,,,,,,0.5,,,,0.5
Southampton vs Tottenham Hotspur,avg_goles,,,,,,,,,,,,,,,,2.856,,,,11.845
Southampton vs Tottenham Hotspur,avg_tiros,,,,,,,,,,,,,,,,14.881,,,,14.074
Southampton vs Tottenham Hotspur,avg_pases,,,,,,,,,,,,,,,,325.491,,,,230.401
Southampton vs Tottenham Hotspur,avg_quites,,,,,,,,,,,,,,,,117.77,,,,99.812
Stoke City vs Sunderland,win%,,,,,,,,,,,,,,,,,52.400000000000006,28.7,,
Stoke City vs Sunderland,loss%,,,,,,,,,,,,,,,,,28.7,52.400000000000006,,
Stoke City vs Sunderland,tie%,,,,,,,,,,,,,,,,,18.9,18.9,,
Stoke City vs Sunderland,avg_goles,,,,,,,,,,,,,,,,,2.408,1.736,,
Stoke City vs Sunderland,avg_tiros,,,,,,,,,,,,,,,,,10.148,10.902,,
Stoke City vs Sunderland,avg_pases,,,,,,,,,,,,,,,,,240.204,219.079,,
Stoke City vs Sunderland,avg_quites,,,,,,,,,,,,,,,,,142.824,122.4,,
Stoke City vs Swansea City,win%,,,,,,,,,,,,,,,,,40.400000000000006,,39.300000000000004,
Stoke City vs Swansea City,loss%,,,,,,,,,,,,,,,,,39.300000000000004,,40.400000000000006,
Stoke City vs Swansea City,tie%,,,,,,,,,,,,,,,,,20.3,,20.3,
Stoke City vs Swansea City,avg_goles,,,,,,,,,,,,,,,,,2.248,,2.231,
Stoke City vs Swansea City,avg_tiros,,,,,,,,,,,,,,,,,7.97,,13.535,
Stoke City vs Swansea City,avg_pases,,,,,,,,,,,,,,,,,210.259,,346.217,
Stoke City vs Swansea City,avg_quites,,,,,,,,,,,,,,,,,129.517,,96.282,
Stoke City vs Tottenham Hotspur,win%,,,,,,,,,,,,,,,,,23.400000000000002,,,58.4
Stoke City vs Tottenham Hotspur,loss%,,,,,,,,,,,,,,,,,58.4,,,23.400000000000002
Stoke City vs Tottenham Hotspur,tie%,,,,,,,,,,,,,,,,,18.2,,,18.2
Stoke City vs Tottenham Hotspur,avg_goles,,,,,,,,,,,,,,,,,1.84,,,2.934
Stoke City vs Tottenham Hotspur,avg_tiros,,,,,,,,,,,,,,,,,8.452,,,18.259
Stoke City vs Tottenham Hotspur,avg_pases,,,,,,,,,,,,,,,,,243.009,,,260.395
Stoke City vs Tottenham Hotspur,avg_quites,,,,,,,,,,,,,,,,,136.155,,,105.45
Sunderland vs Swansea City,win%,,,,,,,,,,,,,,,,,,25.3,55.400000000000006,
Sunderland vs Swansea City,loss%,,,,,,,,,,,,,,,,,,55.400000000000006,25.3,
Sunderland vs Swansea City,tie%,,,,,,,,,,,,,,,,,,19.3,19.3,
Sunderland vs Swansea City,avg_goles,,,,,,,,,,,,,,,,,,1.648,2.528,
Sunderland vs Swansea City,avg_tiros,,,,,,,,,,,,,,,,,,9.042,15.13,
Sunderland vs Swansea City,avg_pases,,,,,,,,,,,,,,,,,,205.606,366.78,
Sunderland vs Swansea City,avg_quites,,,,,,,,,,,,,,,,,,111.998,95.786,
Sunderland vs Tottenham Hotspur,win%,,,,,,,,,,,,,,,,,,16.8,,69.6
Sunderland vs Tottenham Hotspur,loss%,,,,,,,,,,,,,,,,,,69.6,,16.8
Sunderland vs Tottenham Hotspur,tie%,,,,,,,,,,,,,,,,,,13.600000000000001,,13.600000000000001
Sunderland vs Tottenham Hotspur,avg_goles,,,,,,,,,,,,,,,,,,1.518,,3.121
Sunderland vs Tottenham Hotspur,avg_tiros,,,,,,,,,,,,,,,,,,9.521,,20.113
Sunderland vs Tottenham Hotspur,avg_pases,,,,,,,,,,,,,,,,,,233.609,,275.258
Sunderland vs Tottenham Hotspur,avg_quites,,,,,,,,,,,,,,,,,,116.005,,104.996
Swansea City vs Tottenham Hotspur,win%,,,,,,,,,,,,,,,,,,,25.0,58.199999999999996
Swansea City vs Tottenham Hotspur,loss%,,,,,,,,,,,,,,,,,,,58.199999999999996,25.0
Swansea City vs Tottenham Hotspur,tie%,,,,,,,,,,,,,,,,,,,16.8,16.8
Swansea City vs Tottenham Hotspur,avg_goles,,,,,,,,,,,,,,,,,,,1.838,2.82
Swansea City vs Tottenham Hotspur,avg_tiros,,,,,,,,,,,,,,,,,,,12.384,15.696
Swansea City vs Tottenham Hotspur,avg_pases,,,,,,,,,,,,,,,,,,,365.441,241.621
Swansea City vs Tottenham Hotspur,avg_quites,,,,,,,,,,,,,,,,,,,90.938,97.131
